id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target,Inflight_entertainment_wifi,Online_support_ease_booking,Onboard_service_legroom
2545,Female,Loyal Customer,57,Personal Travel,Eco,6.54965074223381,3,5,5,4,5,5,5,5,5,5,3,0.0,0.0,1,25,20,25
2546,Male,Loyal Customer,56,Personal Travel,Eco,7.04141166379481,3,5,3,5,5,3,3,4,2,4,5,0.0,0.0,0,15,25,9
2547,Female,disloyal Customer,12,Business travel,Eco,7.747164966520335,3,1,3,1,1,1,4,3,5,5,1,0.0,0.0,0,3,1,4
2548,Female,Loyal Customer,52,Personal Travel,Eco,7.811163385025279,4,4,4,4,4,2,4,1,3,3,4,0.0,0.0,1,16,16,8
2549,Female,Loyal Customer,34,Business travel,Business,7.61085279039525,4,3,5,4,5,5,5,5,5,5,3,0.0,0.0,1,15,20,25
2550,Female,disloyal Customer,44,Business travel,Eco,7.555905093611346,3,5,3,5,5,2,3,3,4,3,5,0.0,0.0,0,15,25,6
2551,Male,Loyal Customer,60,Business travel,Business,7.750614732770409,3,1,4,4,3,3,3,3,3,3,2,3.1354942159291497,3.258096538021482,0,4,12,9
2552,Female,disloyal Customer,24,Business travel,Business,7.631916513071252,5,3,5,3,3,4,4,5,3,5,3,0.0,0.0,1,15,9,16
2553,Male,disloyal Customer,26,Business travel,Business,7.278628942320682,5,1,5,1,1,4,5,5,3,4,1,0.0,1.0986122886681098,1,5,1,20
2554,Female,Loyal Customer,62,Business travel,Business,8.214465160759186,3,2,2,2,3,3,3,3,3,3,4,3.6375861597263857,3.1780538303479458,0,4,6,9
2555,Female,disloyal Customer,27,Business travel,Eco,7.560601162768557,4,5,4,5,5,2,1,3,2,3,5,2.833213344056216,2.5649493574615367,0,20,25,2
2556,Male,Loyal Customer,40,Business travel,Business,7.60887062919126,1,5,4,5,4,4,4,4,3,4,5,3.7376696182833684,3.2188758248682006,1,20,20,16
2557,Male,Loyal Customer,42,Business travel,Business,8.293549515060345,2,3,3,4,2,2,2,2,2,2,2,1.9459101490553132,2.0794415416798357,0,9,8,4
2558,Female,Loyal Customer,60,Business travel,Business,8.207674424355282,4,5,5,5,4,4,4,4,4,4,3,0.0,0.6931471805599453,1,25,20,16
2559,Male,disloyal Customer,22,Business travel,Business,7.9817332866918855,4,2,4,2,2,4,5,4,3,4,2,4.454347296253507,4.248495242049359,1,8,4,20
2560,Female,Loyal Customer,32,Business travel,Eco,7.473637108496206,0,1,0,1,1,4,5,2,3,1,1,0.0,2.3978952727983707,1,0,1,20
2561,Male,Loyal Customer,57,Business travel,Business,7.59890045687141,1,3,5,4,5,5,4,5,5,5,4,4.0943445622221,3.970291913552122,1,15,20,20
2562,Female,Loyal Customer,40,Business travel,Business,7.871692664323645,3,3,5,5,5,5,5,5,4,5,4,3.044522437723423,3.1780538303479458,1,15,25,25
2563,Male,Loyal Customer,26,Business travel,Business,7.682021510826875,1,1,1,1,1,4,2,3,3,4,1,0.0,0.0,0,1,1,8
2564,Male,Loyal Customer,11,Personal Travel,Eco,7.490529402060711,5,5,5,5,5,3,2,4,3,4,5,0.0,0.0,1,25,25,6
2565,Male,disloyal Customer,24,Business travel,Eco,7.215239978730097,4,2,4,4,2,4,3,4,5,5,2,4.290459441148391,4.762173934797756,1,8,8,12
2566,Male,Loyal Customer,16,Personal Travel,Eco,7.242797922793756,3,1,3,5,1,1,4,3,3,3,1,0.0,0.0,0,3,5,4
2567,Male,Loyal Customer,10,Personal Travel,Eco,8.13622555490846,2,3,2,3,3,4,4,4,5,5,3,0.0,0.0,0,6,9,16
2568,Male,Loyal Customer,57,Personal Travel,Eco,7.463363045520021,3,5,3,5,5,4,5,5,5,4,5,0.0,0.0,0,15,25,20
2569,Male,Loyal Customer,70,Personal Travel,Eco,7.564238475170491,2,2,2,2,2,1,1,4,1,4,2,0.0,0.0,0,4,4,1
2570,Male,Loyal Customer,26,Business travel,Business,8.166784289056151,3,3,3,3,3,2,3,4,1,4,3,0.0,0.0,0,9,9,6
2571,Male,Loyal Customer,40,Business travel,Business,7.089243155027514,3,5,5,5,4,4,4,4,5,4,4,4.663439094112067,4.605170185988092,1,25,20,16
2572,Male,disloyal Customer,37,Business travel,Business,7.050989447068045,3,4,3,4,4,3,2,2,2,2,4,0.0,0.0,0,12,16,6
2573,Male,Loyal Customer,40,Personal Travel,Eco Plus,7.9854843567338225,2,4,2,4,4,5,3,4,3,5,4,2.1972245773362196,0.0,0,8,16,15
2574,Female,Loyal Customer,41,Business travel,Eco,7.187657164114956,5,5,5,5,5,4,2,3,5,1,5,0.0,0.0,1,25,25,8
2575,Female,Loyal Customer,47,Business travel,Eco Plus,6.171700597410915,3,5,4,4,3,3,3,3,3,3,4,0.0,0.0,0,20,12,9
2576,Male,disloyal Customer,29,Business travel,Business,7.942362237674335,2,4,2,4,4,1,5,3,2,3,4,0.0,1.3862943611198906,0,8,16,5
2577,Female,Loyal Customer,50,Business travel,Business,7.516977224604321,1,3,4,2,5,5,5,5,5,5,5,2.833213344056216,2.995732273553991,1,12,10,25
2578,Male,Loyal Customer,48,Business travel,Business,6.424869023905388,1,2,2,5,4,4,3,4,3,4,1,0.0,0.0,1,4,20,12
2579,Female,Loyal Customer,35,Personal Travel,Eco,7.843064016692054,4,2,4,2,2,5,3,4,2,1,2,3.1780538303479458,3.4965075614664802,0,8,4,15
2580,Male,Loyal Customer,44,Personal Travel,Eco Plus,6.9411900550683745,4,4,0,4,4,2,4,5,3,1,4,0.0,0.0,0,0,16,8
2581,Male,disloyal Customer,28,Business travel,Business,7.933796874815411,4,4,4,4,4,5,3,5,4,1,4,0.0,0.0,1,16,16,15
2582,Female,disloyal Customer,21,Business travel,Eco,7.878912912297133,1,5,1,5,5,1,1,3,2,2,5,2.833213344056216,3.58351893845611,0,5,25,1
2583,Female,Loyal Customer,35,Personal Travel,Eco Plus,6.942156705699469,4,4,4,4,4,5,3,4,5,4,4,0.0,0.0,1,16,16,15
2584,Male,Loyal Customer,64,Personal Travel,Eco,7.817222785508166,3,2,3,2,2,2,5,3,4,2,2,0.0,2.3978952727983707,0,6,4,10
2585,Female,Loyal Customer,51,Business travel,Business,4.897839799950911,0,4,5,1,5,5,1,1,2,5,1,2.3978952727983707,2.4849066497880004,1,20,5,5
2586,Male,Loyal Customer,36,Business travel,Business,8.130059039992796,1,2,5,4,4,4,4,4,4,4,3,0.0,0.0,1,10,16,16
2587,Male,Loyal Customer,25,Business travel,Business,8.029432840581244,2,3,4,3,3,3,4,5,3,5,3,3.58351893845611,2.6390573296152584,1,12,9,12
2588,Male,Loyal Customer,50,Personal Travel,Eco,7.491087593534876,2,5,2,5,5,5,2,5,3,4,5,0.0,0.0,0,10,25,10
2589,Female,Loyal Customer,39,Business travel,Business,7.9483852851118995,2,3,4,5,4,4,4,5,4,4,5,4.276666119016055,4.290459441148391,1,12,20,16
2590,Female,Loyal Customer,37,Business travel,Business,5.783825182329737,0,2,4,5,3,3,3,3,5,3,3,0.0,0.0,1,8,15,9
2591,Female,Loyal Customer,60,Business travel,Business,8.185907481482324,1,3,4,5,5,5,5,5,4,5,5,2.9444389791664403,2.995732273553991,1,12,25,25
2592,Male,Loyal Customer,56,Personal Travel,Eco,7.471932078245122,4,3,4,3,3,5,4,5,4,5,3,3.5553480614894135,2.8903717578961645,0,12,9,20
2593,Male,disloyal Customer,23,Business travel,Business,7.765993079407675,4,3,5,4,3,3,2,5,5,5,3,4.68213122712422,4.532599493153256,1,15,12,6
2594,Male,Loyal Customer,60,Business travel,Business,5.717027701406222,1,2,5,4,5,5,5,5,4,5,5,3.6109179126442243,3.332204510175204,1,10,20,25
2595,Male,Loyal Customer,37,Business travel,Business,6.030685260261263,2,5,5,5,4,4,4,4,3,4,5,0.0,0.0,1,25,20,16
2596,Male,Loyal Customer,39,Business travel,Business,6.428105272684596,3,3,4,5,4,4,4,4,3,4,3,3.367295829986474,3.1354942159291497,1,12,20,16
2597,Male,Loyal Customer,53,Business travel,Business,5.950642552587727,2,2,4,4,4,4,4,4,5,4,4,0.6931471805599453,2.6390573296152584,1,8,16,16
2598,Male,Loyal Customer,75,Business travel,Business,8.047509510981422,3,2,3,4,3,3,3,3,4,3,4,0.0,0.0,0,6,12,9
2599,Male,Loyal Customer,50,Business travel,Business,7.60489448081162,3,2,4,5,5,5,5,5,5,5,3,1.3862943611198906,0.0,1,8,25,25
2600,Male,disloyal Customer,14,Business travel,Eco,7.8551570058813445,3,5,3,1,5,3,2,5,4,5,5,0.0,0.0,0,15,5,6
2601,Male,Loyal Customer,39,Business travel,Business,6.1224928095143865,4,1,3,4,4,4,4,4,1,4,1,0.0,0.0,0,3,16,16
2602,Female,disloyal Customer,20,Business travel,Business,7.8328075165248645,4,4,4,4,4,5,5,4,3,4,4,2.8903717578961645,1.9459101490553132,1,16,16,25
2603,Female,Loyal Customer,53,Business travel,Eco,7.079184394609668,2,5,3,4,2,2,2,2,2,2,2,0.0,0.0,0,15,8,4
2604,Female,Loyal Customer,59,Business travel,Eco,6.840546529288687,5,1,1,1,4,4,5,4,1,4,5,0.0,0.0,1,1,4,20
2605,Male,disloyal Customer,25,Business travel,Eco,7.5310163320779155,2,5,2,5,5,1,2,4,1,2,5,0.0,0.0,0,10,25,2
2606,Male,Loyal Customer,64,Business travel,Eco Plus,7.812782818577581,4,4,4,4,4,4,4,2,3,4,4,0.0,0.0,1,16,16,16
2607,Male,Loyal Customer,18,Personal Travel,Business,7.539027055823995,3,5,4,5,5,4,5,5,4,4,5,0.0,0.0,0,20,25,20
2608,Female,Loyal Customer,65,Business travel,Business,7.718685495198466,1,5,3,3,3,3,3,1,2,3,3,0.0,0.0,0,15,9,9
2609,Female,Loyal Customer,42,Business travel,Business,7.521859252201629,2,2,4,4,5,5,5,5,3,5,4,1.6094379124341003,0.0,1,8,20,25
2610,Female,disloyal Customer,24,Business travel,Eco,7.220373836723949,3,5,3,5,5,5,3,5,3,5,5,0.0,0.0,0,15,25,15
2611,Female,Loyal Customer,60,Business travel,Business,8.252185436003328,3,1,4,4,3,3,3,3,1,3,1,1.3862943611198906,1.6094379124341003,0,4,12,9
2612,Male,disloyal Customer,37,Business travel,Eco,7.711101251840158,4,4,4,4,4,2,4,3,4,2,4,4.770684624465665,4.736198448394496,1,16,16,8
2613,Male,disloyal Customer,25,Business travel,Business,7.458186157340487,3,3,3,3,3,3,4,4,5,4,3,2.0794415416798357,0.0,0,9,9,12
2614,Male,Loyal Customer,43,Business travel,Business,6.818924065275521,2,2,4,4,4,4,4,4,4,4,3,3.8066624897703196,3.258096538021482,1,8,16,16
2615,Male,Loyal Customer,66,Business travel,Eco Plus,7.340186835320115,3,3,3,3,3,4,4,4,3,3,3,0.0,0.0,0,9,9,16
2616,Female,Loyal Customer,36,Business travel,Business,4.804021044733257,2,2,3,3,2,2,1,2,2,2,4,0.0,0.0,0,6,6,2
2617,Female,disloyal Customer,44,Business travel,Business,7.529943370601589,3,3,3,3,3,5,4,4,3,5,3,0.0,0.0,0,9,9,20
2618,Male,Loyal Customer,51,Business travel,Business,6.715383386334681,3,5,1,1,3,3,3,3,4,3,3,0.0,1.9459101490553132,0,5,3,9
2619,Male,Loyal Customer,35,Personal Travel,Business,5.605802066295998,0,4,4,4,1,1,0,1,5,1,4,0.0,0.0,1,16,4,0
2620,Male,Loyal Customer,49,Personal Travel,Business,6.54534966033442,1,5,5,5,2,2,1,2,4,2,5,0.0,0.0,0,25,10,2
2621,Female,disloyal Customer,23,Business travel,Eco,7.704361167910313,3,2,3,2,2,5,2,4,4,5,2,0.0,0.0,0,6,4,10
2622,Female,Loyal Customer,59,Business travel,Business,7.85243908535751,2,4,4,4,5,4,4,4,4,4,4,1.791759469228055,0.0,1,16,20,16
2623,Male,Loyal Customer,47,Business travel,Eco,7.747164966520335,4,4,4,4,4,5,1,3,2,5,4,0.0,0.0,1,16,16,5
2624,Male,Loyal Customer,15,Business travel,Eco Plus,7.741967899820685,4,4,4,3,4,3,1,3,4,2,4,3.091042453358316,2.772588722239781,1,16,12,3
2625,Female,disloyal Customer,9,Business travel,Eco Plus,7.4673710669175595,3,3,3,3,3,3,1,4,3,4,3,1.3862943611198906,0.0,0,9,9,3
2626,Female,disloyal Customer,35,Business travel,Business,7.989899374942939,3,4,3,4,4,3,2,3,3,4,4,0.0,0.0,0,12,16,6
2627,Male,Loyal Customer,47,Business travel,Business,6.118097198041348,3,3,4,4,5,5,5,5,4,5,5,0.0,0.0,1,12,20,25
2628,Male,Loyal Customer,55,Personal Travel,Eco,7.631431664576906,2,1,2,1,1,2,3,2,3,4,1,0.0,0.0,0,2,1,6
2629,Male,Loyal Customer,39,Business travel,Eco,7.953318346560431,3,3,3,3,3,3,4,3,4,4,3,0.0,0.0,0,9,9,12
2630,Female,Loyal Customer,45,Business travel,Business,5.666426688112432,4,5,4,3,5,5,5,5,4,5,3,0.0,1.3862943611198906,1,20,15,25
2631,Male,Loyal Customer,60,Business travel,Business,7.717796211013582,2,2,5,5,4,4,4,4,3,4,5,3.6109179126442243,3.58351893845611,1,10,20,16
2632,Female,Loyal Customer,56,Business travel,Eco,5.5134287461649825,1,4,3,3,2,2,1,2,2,2,1,0.0,0.0,0,12,6,2
2633,Male,Loyal Customer,48,Business travel,Eco Plus,7.502186486602924,3,3,3,3,3,3,3,1,1,4,3,0.0,0.0,1,9,9,9
2634,Female,Loyal Customer,12,Personal Travel,Eco,7.53689712956617,2,2,4,4,5,5,5,5,4,5,5,2.302585092994046,2.4849066497880004,1,8,20,25
2635,Female,Loyal Customer,37,Personal Travel,Eco Plus,8.15478757276852,4,1,4,1,1,5,3,5,4,5,1,0.0,0.0,1,4,1,15
2636,Male,Loyal Customer,37,Business travel,Eco,7.442492722794441,5,5,5,5,5,5,1,2,4,2,5,0.0,0.0,1,25,25,5
2637,Female,Loyal Customer,25,Business travel,Eco,7.513163545234075,4,4,4,5,4,4,2,5,5,3,4,0.0,1.791759469228055,1,16,20,8
2638,Female,Loyal Customer,50,Business travel,Business,8.154500175151941,1,2,4,4,4,4,4,5,2,4,5,0.0,0.0,1,8,16,16
2639,Male,Loyal Customer,41,Business travel,Eco Plus,7.671360923190644,4,4,4,4,4,4,1,4,4,2,4,0.0,1.6094379124341003,1,16,16,4
2640,Male,disloyal Customer,26,Business travel,Business,7.771910256435763,1,1,1,1,1,5,2,5,5,4,1,4.51085950651685,4.499809670330265,0,1,1,10
2641,Male,Loyal Customer,17,Personal Travel,Eco,7.488293515159428,3,3,3,3,3,3,3,3,1,4,3,0.0,0.0,0,9,9,9
2642,Female,disloyal Customer,39,Business travel,Eco,7.142036574706803,1,5,1,1,5,1,2,4,1,4,5,3.1780538303479458,3.4011973816621555,0,5,5,2
2643,Male,Loyal Customer,70,Personal Travel,Eco,7.632885505395133,1,5,1,5,5,4,2,4,4,3,5,0.0,3.1354942159291497,0,5,25,8
2644,Female,Loyal Customer,28,Business travel,Business,7.751045117971802,2,5,5,5,5,4,5,4,5,5,5,2.0794415416798357,3.044522437723423,1,25,25,20
2645,Male,Loyal Customer,63,Personal Travel,Eco,7.990238185720363,2,5,2,5,5,5,3,4,3,5,5,0.0,0.0,0,10,25,15
2646,Female,Loyal Customer,56,Business travel,Business,7.355001921105257,1,4,5,5,5,5,5,5,5,5,4,0.0,0.0,1,20,25,25
2647,Male,Loyal Customer,35,Business travel,Business,7.790282380703483,5,4,4,5,5,5,5,5,3,5,5,0.0,0.0,1,16,25,25
2648,Male,Loyal Customer,30,Personal Travel,Eco,8.03398273468322,2,2,2,1,2,5,4,3,5,5,2,0.0,0.0,0,4,2,20
2649,Female,disloyal Customer,29,Business travel,Eco,8.12355783506165,2,2,5,5,2,1,4,3,5,1,5,5.159055299214529,5.278114659230517,0,10,10,4
2650,Female,disloyal Customer,20,Business travel,Eco,8.000014093678072,3,5,3,5,5,1,5,3,1,4,5,2.5649493574615367,3.5553480614894135,0,15,25,5
2651,Female,Loyal Customer,51,Business travel,Business,6.075346031088684,4,4,4,5,5,5,5,5,3,5,4,0.0,2.3978952727983707,1,16,25,25
2652,Female,Loyal Customer,39,Personal Travel,Eco,7.640123172695364,1,1,3,5,4,4,4,4,5,4,1,1.9459101490553132,1.3862943611198906,1,3,20,16
2653,Male,Loyal Customer,59,Personal Travel,Eco,7.239214973779806,3,4,3,4,4,3,4,4,3,4,4,0.0,2.1972245773362196,0,12,16,12
2654,Female,Loyal Customer,46,Personal Travel,Eco,6.2324480165505225,0,3,5,5,5,5,5,5,5,5,3,0.0,1.0986122886681098,1,15,25,25
2655,Female,Loyal Customer,51,Business travel,Business,8.174702882469461,2,2,3,4,2,2,2,2,3,2,4,0.0,2.4849066497880004,0,6,8,4
2656,Male,Loyal Customer,24,Personal Travel,Eco Plus,7.717796211013582,4,4,4,4,4,3,4,5,5,5,4,0.0,0.0,0,16,16,12
2657,Female,Loyal Customer,45,Business travel,Business,7.437206366871292,5,2,5,4,3,3,3,3,3,3,5,0.0,0.0,1,10,12,9
2658,Male,Loyal Customer,28,Business travel,Business,7.877017895622398,5,2,2,2,2,5,4,5,5,5,2,2.3978952727983707,3.6375861597263857,1,4,4,20
2659,Male,Loyal Customer,59,Business travel,Business,7.421177528595393,5,2,4,4,4,4,4,4,5,4,5,2.833213344056216,2.302585092994046,1,8,16,16
2660,Male,Loyal Customer,53,Business travel,Business,6.767343125265392,4,4,5,4,5,5,5,5,3,5,3,0.0,0.0,1,20,20,25
2661,Male,disloyal Customer,26,Business travel,Business,7.48324441607385,3,5,3,5,5,4,4,5,4,4,5,0.0,0.0,0,15,25,16
2662,Male,Loyal Customer,42,Business travel,Business,8.191463051326927,1,5,3,3,3,3,3,1,3,3,4,0.0,0.0,0,15,9,9
2663,Male,Loyal Customer,48,Business travel,Business,7.662937850461535,3,4,4,4,4,4,4,4,3,4,4,2.1972245773362196,2.1972245773362196,1,16,16,16
2664,Male,Loyal Customer,39,Personal Travel,Eco,7.622663951323595,3,4,3,4,4,3,3,4,3,4,4,0.0,0.0,0,12,16,9
2665,Female,Loyal Customer,51,Business travel,Business,4.23410650459726,3,2,5,5,4,4,4,4,3,4,4,0.0,0.0,1,10,20,16
2666,Female,Loyal Customer,35,Business travel,Business,7.5411524551363085,2,4,4,4,1,5,3,2,4,5,4,4.653960350157523,4.90527477843843,1,16,4,15
2667,Male,Loyal Customer,51,Business travel,Business,7.772752716468742,5,3,5,5,4,4,4,4,3,4,5,0.0,0.0,1,15,20,16
2668,Female,Loyal Customer,65,Personal Travel,Eco,6.331501849893691,4,5,3,1,2,2,4,2,3,2,3,0.0,0.0,0,15,2,8
2669,Female,disloyal Customer,54,Business travel,Business,7.970394907191429,1,5,1,3,5,5,3,5,4,4,5,0.0,0.0,0,5,15,15
2670,Female,Loyal Customer,23,Personal Travel,Eco,7.670428522190693,3,2,5,4,4,4,4,4,3,4,4,4.0943445622221,4.04305126783455,1,10,16,16
2671,Male,Loyal Customer,55,Business travel,Business,7.656810091480378,1,2,5,4,4,4,4,4,4,4,5,3.258096538021482,3.1354942159291497,1,10,16,16
2672,Female,disloyal Customer,39,Business travel,Business,7.683403681053826,2,3,2,3,3,5,5,5,4,4,3,4.624972813284271,4.532599493153256,1,6,9,25
2673,Female,Loyal Customer,57,Personal Travel,Eco,6.556778356158042,0,5,5,5,3,3,3,3,3,3,3,2.9444389791664403,2.6390573296152584,1,25,15,9
2674,Male,Loyal Customer,36,Personal Travel,Eco,7.8156105320351905,2,2,4,4,4,5,4,4,4,3,4,4.941642422609304,5.278114659230517,0,8,16,20
2675,Male,Loyal Customer,25,Business travel,Business,7.824845691026856,2,2,2,2,2,4,2,3,4,3,2,0.0,3.295836866004329,0,4,4,8
2676,Female,disloyal Customer,25,Business travel,Business,7.866722285136729,0,1,0,1,1,5,4,5,5,5,1,0.0,0.0,1,0,1,20
2677,Male,Loyal Customer,30,Personal Travel,Eco,7.488852955733459,1,4,1,1,4,5,3,4,4,5,4,0.0,2.70805020110221,0,4,4,15
2678,Male,Loyal Customer,49,Business travel,Business,8.103191752285786,5,5,5,5,3,3,3,3,5,3,5,0.0,0.0,1,25,15,9
2679,Female,Loyal Customer,39,Personal Travel,Eco,8.110727582974489,4,2,4,2,2,3,3,3,2,4,2,2.4849066497880004,2.3978952727983707,0,8,4,9
2680,Female,Loyal Customer,52,Business travel,Business,7.637234388789473,3,1,4,4,4,4,4,4,4,4,5,0.0,0.0,1,4,16,16
2681,Female,Loyal Customer,59,Business travel,Business,5.484796933490655,4,3,5,4,4,4,4,4,3,4,4,1.0986122886681098,0.0,1,15,16,16
2682,Male,Loyal Customer,62,Personal Travel,Eco,7.644919344958857,3,3,3,3,3,1,1,5,1,5,3,0.0,0.0,0,9,9,1
2683,Female,Loyal Customer,16,Business travel,Business,7.45182223652793,3,3,3,3,3,3,1,4,2,3,3,0.6931471805599453,2.70805020110221,0,9,9,3
2684,Male,Loyal Customer,49,Business travel,Business,6.52649485957079,2,5,4,5,4,4,4,4,3,4,4,0.0,0.0,1,20,20,16
2685,Male,Loyal Customer,50,Business travel,Eco,7.333023014386481,5,5,5,5,5,2,1,3,1,5,5,0.0,0.0,1,25,25,2
2686,Female,Loyal Customer,45,Business travel,Business,8.208764045819667,3,3,5,4,4,4,4,4,5,4,3,4.060443010546419,3.8918202981106265,1,15,16,16
2687,Female,disloyal Customer,17,Business travel,Eco,7.501634457883413,3,4,3,4,4,3,2,4,4,4,4,2.70805020110221,0.0,0,12,16,6
2688,Female,Loyal Customer,49,Business travel,Business,8.04237800517328,4,4,4,4,4,3,4,5,4,4,4,5.198497031265826,5.402677381872279,1,16,16,12
2689,Female,Loyal Customer,57,Business travel,Business,6.16541785423142,1,4,5,5,4,4,4,4,5,4,5,3.7376696182833684,3.6375861597263857,1,20,20,16
2690,Female,Loyal Customer,13,Personal Travel,Eco,7.893198869544609,5,1,5,1,1,3,2,4,3,4,1,4.48863636973214,4.465908118654584,1,5,1,6
2691,Female,Loyal Customer,23,Business travel,Business,7.455298485683291,1,4,4,4,4,4,3,5,5,1,4,0.0,1.791759469228055,1,16,16,12
2692,Female,Loyal Customer,49,Business travel,Business,8.00903068506973,3,2,5,5,5,5,5,5,5,5,5,0.6931471805599453,0.0,1,10,25,25
2693,Male,disloyal Customer,23,Business travel,Eco,7.684783943522785,5,2,5,2,2,3,3,4,2,2,2,0.0,0.0,1,10,4,9
2694,Male,Loyal Customer,70,Business travel,Business,4.624972813284271,0,3,4,1,2,2,2,2,3,2,3,0.0,0.0,1,12,2,4
2695,Male,Loyal Customer,8,Personal Travel,Eco,7.198183577101943,2,5,2,5,5,5,5,5,4,5,5,0.0,0.0,0,10,25,25
2696,Female,Loyal Customer,50,Business travel,Eco,7.017506142941256,2,2,5,2,2,2,2,2,2,2,5,3.7612001156935624,3.2188758248682006,1,10,4,4
2697,Male,Loyal Customer,33,Business travel,Eco Plus,7.500529485395295,4,4,4,4,4,1,1,5,2,4,4,0.0,1.0986122886681098,1,16,16,1
2698,Female,Loyal Customer,49,Business travel,Business,5.648974238161206,5,3,4,5,5,5,5,5,5,5,4,0.0,0.0,1,12,25,25
2699,Male,Loyal Customer,45,Business travel,Business,7.558516743045645,5,3,3,1,4,4,4,4,4,4,3,0.0,0.0,1,9,4,16
2700,Male,Loyal Customer,30,Business travel,Eco Plus,7.823645930834952,1,1,2,1,1,3,5,3,3,3,1,0.0,0.0,0,2,1,15
2701,Male,Loyal Customer,58,Personal Travel,Eco,7.338888133838879,3,5,3,5,5,5,4,5,5,5,5,0.6931471805599453,0.0,0,15,25,20
2702,Female,Loyal Customer,55,Personal Travel,Eco,6.452048954437226,3,5,4,5,5,5,5,5,3,5,3,2.1972245773362196,2.3978952727983707,1,20,25,25
2703,Female,Loyal Customer,25,Business travel,Business,8.560635749259074,1,1,1,1,1,1,2,3,2,3,1,0.0,0.6931471805599453,0,1,1,2
2704,Female,Loyal Customer,44,Business travel,Business,5.707110264748875,1,1,3,3,1,1,1,1,1,1,3,3.7612001156935624,3.1354942159291497,0,3,3,1
2705,Male,Loyal Customer,48,Business travel,Business,7.786136437783072,3,3,3,4,3,3,3,3,2,3,1,2.70805020110221,2.8903717578961645,0,9,12,9
2706,Female,Loyal Customer,53,Business travel,Business,8.076515327552329,4,1,3,5,4,4,4,5,1,4,1,2.9444389791664403,2.772588722239781,1,3,20,16
2707,Female,Loyal Customer,60,Personal Travel,Eco,6.9726062513017535,5,2,5,2,2,5,4,5,5,4,2,3.9889840465642745,4.356708826689592,1,10,4,20
2708,Male,Loyal Customer,48,Business travel,Business,8.108623268354595,2,3,4,3,2,2,2,2,4,2,1,0.0,0.0,0,12,6,4
2709,Female,disloyal Customer,14,Business travel,Eco,7.635303886259415,3,2,3,3,2,2,1,3,1,4,2,1.9459101490553132,4.060443010546419,0,6,6,2
2710,Male,disloyal Customer,20,Business travel,Eco,7.291656209174461,2,1,2,1,1,1,2,4,5,1,1,3.828641396489095,3.4965075614664802,0,2,1,2
2711,Female,Loyal Customer,32,Personal Travel,Eco,7.487733761436444,5,1,5,1,1,3,5,1,5,4,1,0.0,0.0,1,5,1,15
2712,Male,disloyal Customer,38,Business travel,Business,7.379008127628304,3,5,3,4,5,4,2,5,5,5,5,1.9459101490553132,1.6094379124341003,0,15,20,8
2713,Female,Loyal Customer,40,Business travel,Business,8.113426639943654,5,3,4,5,5,5,5,5,3,5,4,0.0,0.0,1,12,25,25
2714,Female,Loyal Customer,29,Business travel,Business,8.027476530860483,4,4,4,4,4,3,5,2,3,4,4,0.6931471805599453,0.0,0,16,16,15
2715,Female,Loyal Customer,36,Personal Travel,Eco,7.545918151209323,4,1,4,2,4,4,4,4,4,4,4,3.6109179126442243,3.6635616461296463,1,4,8,16
2716,Male,Loyal Customer,22,Business travel,Business,8.197263371414335,2,2,2,2,2,1,4,1,1,1,2,3.9889840465642745,4.30406509320417,0,4,4,4
2717,Female,disloyal Customer,23,Business travel,Eco,7.199678345691172,1,2,0,5,2,4,4,4,3,4,2,0.0,0.0,0,0,10,16
2718,Female,Loyal Customer,42,Business travel,Business,6.54965074223381,2,5,4,5,5,5,5,5,3,5,4,3.091042453358316,2.6390573296152584,1,20,25,25
2719,Male,disloyal Customer,37,Business travel,Eco Plus,7.8632667240095735,2,5,2,5,5,3,4,4,3,4,5,2.302585092994046,0.0,0,10,25,12
2720,Male,Loyal Customer,30,Personal Travel,Eco,7.731930721948486,1,5,1,5,5,2,2,3,1,2,5,0.0,0.0,0,5,25,4
2721,Male,Loyal Customer,67,Personal Travel,Eco,7.2485040723706105,1,5,0,5,5,3,2,4,4,4,5,3.6109179126442243,3.367295829986474,0,0,25,6
2722,Male,Loyal Customer,13,Personal Travel,Eco,7.57198844937744,2,3,2,2,3,3,5,4,4,5,3,0.0,0.0,0,6,6,15
2723,Female,disloyal Customer,9,Business travel,Eco,7.637716432664798,2,3,2,3,3,3,4,5,3,4,3,1.791759469228055,0.0,0,6,9,12
2724,Male,Loyal Customer,52,Business travel,Business,7.7706452341291765,3,2,2,2,3,3,3,3,1,3,3,0.0,0.0,0,4,6,9
2725,Male,Loyal Customer,54,Business travel,Business,5.786897381366708,2,4,3,3,2,2,2,2,1,2,2,1.0986122886681098,0.6931471805599453,0,12,6,4
2726,Female,Loyal Customer,63,Personal Travel,Eco,6.626717749249025,3,4,3,5,4,4,4,4,4,4,3,0.0,0.0,1,12,20,16
2727,Female,Loyal Customer,51,Business travel,Business,5.3230099791384085,2,4,5,4,5,5,5,5,5,5,4,0.0,0.0,1,20,20,25
